Season,Game_Number,Date,Time_of_year,Day,effective_day,O_Team,Time_Type2,Month,Weekend,School,start_of_homestand,end_of_homestand,Opening_Day,Holiday,Fourth_of_july,Final_Game,BobbleHead,replica,Day_In_Homestand,star_wars,concert,christian_concert,playoff_odds,delete,afternoon_weekday,afternoon_weekend,Week,weighted_odds,first_homestand,Time_Type
2022,44,7/6/2022,July 4th Week,WED,WED,St. Louis Cardinals,3,Jul,0,0,0,0,0,0,0,0,1,0,3,0,0,0,97,0,0,0,28,1540,0,5
2022,45,7/7/2022,July 4th Week,THU,THU,St. Louis Cardinals,3,Jul,0,0,0,0,0,0,0,0,0,0,4,0,0,0,97,0,0,0,28,1575,0,5
2022,46,7/8/2022,July,FRI,FRI,Washington Nationals,3,Jul,1,0,0,0,0,0,0,0,0,0,5,0,0,0,97,0,0,0,28,1610,0,3
2022,47,7/9/2022,July,SAT,SAT,Washington Nationals,2,Jul,1,0,0,0,0,0,0,0,0,0,6,0,0,0,98,0,0,0,28,1645,0,2
2022,48,7/10/2022,July,SUN,SUN,Washington Nationals,1,Jul,1,0,0,0,0,0,0,0,0,0,7,0,0,0,98,0,0,1,29,1680,0,1
2022,49,7/11/2022,July,MON,MON,New York Mets,3,Jul,0,0,0,0,0,0,0,0,0,1,8,0,0,0,98,0,0,0,29,1715,0,5
2022,50,7/12/2022,July,TUE,TUE,New York Mets,3,Jul,0,0,0,0,0,0,0,0,1,0,9,0,0,0,98,0,0,0,29,1750,0,5
2022,51,7/13/2022,July,WED,WED,New York Mets,1,Jul,0,0,0,1,0,0,0,0,0,0,10,0,0,0,98,0,1,0,29,1785,0,4
2022,52,7/22/2022,July,FRI,FRI,Los Angeles Angels,3,Jul,1,0,1,0,0,0,0,0,0,0,1,0,0,0,98,0,0,0,30,1820,0,3
2022,53,7/23/2022,July,SAT,SAT,Los Angeles Angels,3,Jul,1,0,0,0,0,0,0,0,0,0,2,0,0,0,98,0,0,0,30,1855,0,3
2022,54,7/24/2022,July,SUN,SUN,Los Angeles Angels,1,Jul,1,0,0,1,0,0,0,0,0,0,3,0,0,0,98,0,0,1,31,1890,0,1
2022,55,7/29/2022,July,FRI,FRI,Arizona Diamondbacks,3,Jul,1,0,1,0,0,0,0,0,0,0,1,0,0,0,98,0,0,0,31,1925,0,3
2022,56,7/30/2022,July,SAT,SAT,Arizona Diamondbacks,3,Jul,1,0,0,0,0,0,0,0,0,0,2,0,0,0,98,0,0,0,31,1960,0,3
2022,57,7/31/2022,July,SUN,SUN,Arizona Diamondbacks,1,Jul,1,0,0,0,0,0,0,0,0,0,3,0,0,0,98,0,0,1,32,1995,0,1
2022,58,8/2/2022,August No College,TUE,TUE,Philadelphia Phillies,3,Aug,0,1,0,0,0,0,0,0,1,0,1,0,0,0,98,0,0,0,32,2030,0,5
2022,59,8/3/2022,August No College,WED,WED,Philadelphia Phillies,3,Aug,0,1,0,1,0,0,0,0,0,0,2,0,0,0,98,0,0,0,32,2065,0,5
2022,60,8/15/2022,August College,MON,MON,New York Mets,3,Aug,0,1,1,0,0,0,0,0,1,0,1,0,0,0,98,0,0,0,34,2100,0,5
2022,61,8/16/2022,August College,TUE,TUE,New York Mets,3,Aug,0,1,0,0,0,0,0,0,0,0,2,0,0,0,98,0,0,0,34,2135,0,5
2022,62,8/17/2022,August College,WED,WED,New York Mets,3,Aug,0,1,0,0,0,0,0,0,0,0,3,0,0,0,98,0,0,0,34,2170,0,5
2022,63,8/18/2022,August College,THU,THU,New York Mets,3,Aug,0,1,0,0,0,0,0,0,0,0,4,0,0,0,98,0,0,0,34,2205,0,5
2022,64,8/19/2022,August College,FRI,FRI,Houston Astros,3,Aug,1,1,0,0,0,0,0,0,0,0,5,0,0,0,98,0,0,0,34,2240,0,3
2022,65,8/20/2022,August College,SAT,SAT,Houston Astros,3,Aug,1,1,0,0,0,0,0,0,0,0,6,0,0,0,98,0,0,0,34,2275,0,3
2022,66,8/21/2022,August College,SUN,SUN,Houston Astros,1,Aug,1,1,0,1,0,0,0,0,0,0,7,0,0,0,98,0,0,1,35,2310,0,1
2022,67,8/30/2022,August College,TUE,TUE,Colorado Rockies,3,Aug,0,1,1,0,0,0,0,0,1,0,1,0,0,0,98,0,0,0,36,2345,0,5
2022,68,8/31/2022,August College,WED,WED,Colorado Rockies,3,Aug,0,1,0,0,0,0,0,0,0,0,2,0,0,0,98,0,0,0,36,2380,0,5
2022,69,9/1/2022,September 1st Half,THU,THU,Colorado Rockies,3,Sep,0,1,0,0,0,0,0,0,0,0,3,0,0,0,98,0,0,0,36,2415,0,5
2022,70,9/2/2022,September 1st Half,FRI,FRI,Miami Marlins,3,Sep,1,1,0,0,0,0,0,0,1,0,4,0,0,0,98,0,0,0,36,2450,0,3
2022,71,9/3/2022,September 1st Half,SAT,SAT,Miami Marlins,3,Sep,1,1,0,0,0,0,0,0,0,0,5,0,0,0,98,0,0,0,36,2485,0,3
2022,72,9/4/2022,September 1st Half,SUN,SAT,Miami Marlins,1,Sep,1,1,0,1,0,0,0,0,0,0,6,0,0,0,98,0,0,1,37,2520,0,1
2022,73,9/16/2022,September 2nd Half,FRI,FRI,Philadelphia Phillies,3,Sep,1,1,1,0,0,0,0,0,0,0,1,0,0,0,98,0,0,0,38,2555,0,3
2022,74,9/17/2022,September 2nd Half,SAT,SAT,Philadelphia Phillies,3,Sep,1,1,0,0,0,0,0,0,0,0,2,0,0,0,98,0,0,0,38,2590,0,3
2022,75,9/18/2022,September 2nd Half,SUN,SUN,Philadelphia Phillies,1,Sep,1,1,0,0,0,0,0,0,0,0,3,0,0,0,98,0,0,1,39,2625,0,1
2022,76,9/19/2022,September 2nd Half,MON,MON,Washington Nationals,3,Sep,0,1,0,0,0,0,0,0,0,0,4,0,0,0,98,0,0,0,39,2660,0,5
2022,77,9/20/2022,September 2nd Half,TUE,TUE,Washington Nationals,3,Sep,0,1,0,0,0,0,0,0,1,0,5,0,0,0,98,0,0,0,39,2695,0,5
2022,78,9/21/2022,September 2nd Half,WED,WED,Washington Nationals,1,Sep,0,1,0,1,0,0,0,0,0,0,6,0,0,0,98,0,1,0,39,2730,0,4
2022,79,9/30/2022,September 2nd Half,FRI,FRI,New York Mets,3,Sep,1,1,1,0,0,0,0,0,1,0,1,0,0,0,98,0,0,0,40,2765,0,3
2022,80,10/1/2022,September 2nd Half,SAT,SAT,New York Mets,3,Oct,1,1,0,0,0,0,0,0,0,0,2,0,0,0,98,0,0,0,40,2800,0,3
2022,81,10/2/2022,September 2nd Half,SUN,SUN,New York Mets,1,Oct,1,1,0,1,0,0,0,0,0,0,3,0,0,0,98,0,0,1,41,2835,0,1
